Instance_Name, Value, Solution, CPU_Time
instancia_00.txt, 245.69399032461104, "[1, 6, 8, 10, 11, 3, 2, 7, 9, 11, 1]; [1, 4, 5, 12, 1]", 13.800930261611938
instancia_01.txt, 408.9277789983358, "[1, 14, 12, 5, 4, 26, 7, 9, 11, 1]; [1, 13, 16, 19, 21, 18, 27, 1]; [1, 17, 15, 22, 20, 23, 1]; [1, 6, 3, 2, 30, 8, 10, 1]", 34.53267431259155
instancia_03.txt, 627.3252293366688, "[1, 3, 6, 5, 2, 25, 7, 4, 35, 1]; [1, 20, 21, 23, 27, 29, 28, 26, 30, 36, 9, 15, 10, 18, 8, 14, 31, 1]; [1, 24, 19, 11, 12, 13, 16, 17, 22, 1]; [1]", 41.454365730285645
instancia_05.txt, 670.2978645442586, "[1, 13, 6, 39, 10, 50, 11, 40, 31, 35, 59, 1]; [1, 47, 33, 2, 23, 9, 27, 32, 29, 4, 21, 60, 36, 37, 30, 1]; [1, 28, 7, 15, 26, 14, 42, 20, 43, 52, 41, 1]; [1, 12, 3, 17, 51, 22, 38, 55, 45, 16, 46, 34, 18, 1]; [1, 48, 19, 5, 25, 44, 24, 54, 49, 8, 1]", 69.0613956451416
instancia_07.txt, 1111.5841702016833, "[1, 54, 59, 41, 22, 74, 73, 75, 76, 57, 5, 40, 26, 56, 108, 55, 81, 1]; [1, 28, 53, 8, 83, 49, 48, 37, 50, 20, 12, 104, 65, 64, 91, 71, 1]; [1, 14, 95, 96, 98, 88, 3, 58, 16, 44, 15, 101, 38, 99, 92, 102, 18, 47, 93, 1]; [1, 68, 24, 23, 42, 105, 43, 94, 86, 62, 17, 45, 61, 1]; [1, 90, 19, 84, 9, 46, 85, 6, 87, 102, 39, 100, 60, 97, 7, 1]; [1, 29, 27, 13, 77, 78, 4, 80, 82, 34, 30, 25, 69, 109, 1]; [1, 32, 89, 63, 11, 31, 21, 52, 10, 72, 110, 67, 66, 36, 79, 1]; [1, 70, 2, 51, 35, 33, 107, 1]", 127.5839958190918
